Id,rdf_label,rdf_type,brick_hasUnit,EBO_path,brick_isPartOf,brick_isPointOf,brick_hasLocation,brick_isFedBy
L-T-32-BLST-HZN003_Sts,Dali Ballast Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Ballast.L-T-32-BLST-HZN003_Sts//Value,,L-T-32-LCS-HZN003,,
L-T-32-LCS-HZN004_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Area Preset.L-T-32-LCS-HZN004_Preset//Value,,L-T-32-LCS-HZN004,,
L-T-32-LCS-HZN005_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Area Preset.L-T-32-LCS-HZN005_Preset//Value,,L-T-32-LCS-HZN005,,
L-T-32-LCS-HZN006_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Lux Levels.House.Level 32.L-T-32-LCS-HZN006_LL//Value,,L-T-32-LCS-HZN006,,
L-T-32-LCS-HZN005_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Lux Levels.House.Level 32.L-T-32-LCS-HZN005_LL//Value,,L-T-32-LCS-HZN005,,
L-T-32-LCS-HZN002_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Area Preset.L-T-32-LCS-HZN002_Preset//Value,,L-T-32-LCS-HZN002,,
L-T-32-LCS-HZN001_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Area Preset.L-T-32-LCS-HZN001_Preset//Value,,L-T-32-LCS-HZN001,,
L-T-32-LCS-HZN001_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Lux Levels.House.Level 32.L-T-32-LCS-HZN001_LL//Value,,L-T-32-LCS-HZN001,,
L-T-32-LCS-HZN003_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Area Preset.L-T-32-LCS-HZN003_Preset//Value,,L-T-32-LCS-HZN003,,
L-T-32-LCS-HZN002_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Lux Levels.House.Level 32.L-T-32-LCS-HZN002_LL//Value,,L-T-32-LCS-HZN002,,
L-T-32-LCS-HZN004_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Lux Levels.House.Level 32.L-T-32-LCS-HZN004_LL//Value,,L-T-32-LCS-HZN004,,
L-T-32-LCS-HZN006_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Area Preset.L-T-32-LCS-HZN006_Preset//Value,,L-T-32-LCS-HZN006,,
L-T-32-LCS-HZN003_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Lux Levels.House.Level 32.L-T-32-LCS-HZN003_LL//Value,,L-T-32-LCS-HZN003,,
L-T-32-LAMP-HZN002_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Lamp.L-T-32-LAMP-HZN002_Sts//Value,,L-T-32-LCS-HZN002,,
L-T-32-LAMP-HZN005_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Lamp.L-T-32-LAMP-HZN005_Sts//Value,,L-T-32-LCS-HZN005,,
L-T-32-LAMP-HZN003_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Lamp.L-T-32-LAMP-HZN003_Sts//Value,,L-T-32-LCS-HZN003,,
L-T-32-LAMP-HZN006_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Lamp.L-T-32-LAMP-HZN006_Sts//Value,,L-T-32-LCS-HZN006,,
L-T-32-LAMP-HZN004_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Lamp.L-T-32-LAMP-HZN004_Sts//Value,,L-T-32-LCS-HZN004,,
L-T-32-LAMP-HZN001_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level32/Dynalite.Presets.Level 32.House.Lamp.L-T-32-LAMP-HZN001_Sts//Value,,L-T-32-LCS-HZN001,,
L-T-33-BLST-HZN003_Sts,Dali Ballast Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Ballast.L-T-33-BLST-HZN003_Sts//Value,,L-T-33-LCS-HZN003,,
L-T-33-BLST-HZN001_Sts,Dali Ballast Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Ballast.L-T-33-BLST-HZN001_Sts//Value,,L-T-33-LCS-HZN001,,
L-T-33-BLST-HZN006_Sts,Dali Ballast Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Ballast.L-T-33-BLST-HZN006_Sts//Value,,L-T-33-LCS-HZN006,,
L-T-33-LAMP-HZN005_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Lamp.L-T-33-LAMP-HZN005_Sts//Value,,L-T-33-LCS-HZN005,,
L-T-33-LAMP-HZN004_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Lamp.L-T-33-LAMP-HZN004_Sts//Value,,L-T-33-LCS-HZN004,,
L-T-33-BLST-HZN004_Sts,Dali Ballast Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Ballast.L-T-33-BLST-HZN004_Sts//Value,,L-T-33-LCS-HZN004,,
L-T-33-BLST-HZN005_Sts,Dali Ballast Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Ballast.L-T-33-BLST-HZN005_Sts//Value,,L-T-33-LCS-HZN005,,
L-T-33-LAMP-HZN003_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Lamp.L-T-33-LAMP-HZN003_Sts//Value,,L-T-33-LCS-HZN003,,
L-T-33-BLST-HZN002_Sts,Dali Ballast Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Ballast.L-T-33-BLST-HZN002_Sts//Value,,L-T-33-LCS-HZN002,,
L-T-33-LAMP-HZN002_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Lamp.L-T-33-LAMP-HZN002_Sts//Value,,L-T-33-LCS-HZN002,,
L-T-33-LAMP-HZN001_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Lamp.L-T-33-LAMP-HZN001_Sts//Value,,L-T-33-LCS-HZN001,,
L-T-33-LAMP-HZN006_Sts,Dali Lamp Status,brick:Status,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Lamp.L-T-33-LAMP-HZN006_Sts//Value,,L-T-33-LCS-HZN006,,
L-T-33-LCS-HZN001_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Area Preset.L-T-33-LCS-HZN001_Preset//Value,,L-T-33-LCS-HZN001,,
L-T-33-LCS-HZN002_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Lux Levels.House.Level 33.L-T-33-LCS-HZN002_LL//Value,,L-T-33-LCS-HZN002,,
L-T-33-LCS-HZN003_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Lux Levels.House.Level 33.L-T-33-LCS-HZN003_LL//Value,,L-T-33-LCS-HZN003,,
L-T-33-LCS-HZN005_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Area Preset.L-T-33-LCS-HZN005_Preset//Value,,L-T-33-LCS-HZN005,,
L-T-33-LCS-HZN001_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Lux Levels.House.Level 33.L-T-33-LCS-HZN001_LL//Value,,L-T-33-LCS-HZN001,,
L-T-33-LCS-HZN005_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Lux Levels.House.Level 33.L-T-33-LCS-HZN005_LL//Value,,L-T-33-LCS-HZN005,,
L-T-33-LCS-HZN003_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Area Preset.L-T-33-LCS-HZN003_Preset//Value,,L-T-33-LCS-HZN003,,
L-T-33-LCS-HZN002_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Area Preset.L-T-33-LCS-HZN002_Preset//Value,,L-T-33-LCS-HZN002,,
L-T-33-LCS-HZN004_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Area Preset.L-T-33-LCS-HZN004_Preset//Value,,L-T-33-LCS-HZN004,,
L-T-33-LCS-HZN004_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Lux Levels.House.Level 33.L-T-33-LCS-HZN004_LL//Value,,L-T-33-LCS-HZN004,,
L-T-33-LCS-HZN006_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Presets.Level 33.House.Area Preset.L-T-33-LCS-HZN006_Preset//Value,,L-T-33-LCS-HZN006,,
L-T-33-LCS-HZN006_LL,Lux Level,brick:Illuminance_Sensor,unit:LX,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level33/Dynalite.Lux Levels.House.Level 33.L-T-33-LCS-HZN006_LL//Value,,L-T-33-LCS-HZN006,,
L-ISD-31-LCS-TZN006_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISD-31-LCS-TZN006_Preset//Value,,L-ISD-31-LCS-TZN006,,
L-ISB-31-LCS-TZN005_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISB-31-LCS-TZN005_Preset//Value,,L-ISB-31-LCS-TZN005,,
L-ISE-31-LCS-TZN001_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISE-31-LCS-TZN001_Preset//Value,,L-ISE-31-LCS-TZN001,,
L-ISD-31-LCS-TZN004_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISD-31-LCS-TZN004_Preset//Value,,L-ISD-31-LCS-TZN004,,
L-ISC-31-LCS-TZN011_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISC-31-LCS-TZN011_Preset//Value,,L-ISC-31-LCS-TZN011,,
L-ISA-31-LCS-TZN001_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISA-31-LCS-TZN001_Preset//Value,,L-ISA-31-LCS-TZN001,,
L-ISE-31-LCS-TZN013_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISE-31-LCS-TZN013_Preset//Value,,L-ISE-31-LCS-TZN013,,
L-ISC-31-LCS-TZN009_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISC-31-LCS-TZN009_Preset//Value,,L-ISC-31-LCS-TZN009,,
L-ISC-31-LCS-TZN002_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISC-31-LCS-TZN002_Preset//Value,,L-ISC-31-LCS-TZN002,,
L-ISC-31-LCS-TZN005_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISC-31-LCS-TZN005_Preset//Value,,L-ISC-31-LCS-TZN005,,
L-ISD-31-LCS-TZN008_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISD-31-LCS-TZN008_Preset//Value,,L-ISD-31-LCS-TZN008,,
L-ISB-31-LCS-TZN007_Preset,Lighting Preset,brick:Luminance_Command,,/EB-T-B1-LBES-001/General Lights/Dynalite OPC SmartConnector/SmartConnector OPC Client Service/Dynalite/[0].Level31/Dynalite.Presets.Level 31.Tenancy.Area Preset.L-ISB-31-LCS-TZN007_Preset//Value,,L-ISB-31-LCS-TZN007,,
