Id,rdf_label,rdf_type,brick_hasUnit,EBO_path,brick_isPartOf,brick_isPointOf,brick_hasLocation,brick_isFedBy
LE-T-04-EML-005_LastFtResult,Last Function Test Result,ext:Last_Function_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-005/LastFtResult//Value,,LE-T-04-EML-005,,
LE-T-04-EML-005_LastUpdate,Last Update,ext:Last_Update,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-005/LastUpdate//Value,,LE-T-04-EML-005,,
LE-T-04-EML-005_BatteryState,Battery State,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-005/BatteryState//Value,,LE-T-04-EML-005,,
LE-T-04-EML-006,LE-T-04-EML-006,ext:Emergency_Light,,,,,Room_04.05,
LE-T-04-EML-006_LampState,Lamp State,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/LampState//Value,,LE-T-04-EML-006,,
LE-T-04-EML-006_FittingStatus,Fitting Status,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/FittingStatus//Value,,LE-T-04-EML-006,,
LE-T-04-EML-006_FaultReason,Fault Reason,ext:Fault_Reason,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/FaultReason//Value,,LE-T-04-EML-006,,
LE-T-04-EML-006_LastDischargeTestDateTime,Last Discharge Test Date Time,ext:Last_Discharge_Test_Date_Time,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/LastDischargeTestDateTime//Value,,LE-T-04-EML-006,,
LE-T-04-EML-006_LTReqDuration,Last Test Required Duration,ext:Last_Test_Required_Duration,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/LTReqDuration//Value,,LE-T-04-EML-006,,
LE-T-04-EML-006_LTResult,Last Test Result,ext:Last_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/LTResult//Value,,LE-T-04-EML-006,,
LE-T-04-EML-006_LTMinutes,Last Test Minutes,ext:Last_Test_Minutes,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/LTMinutes//Value,,LE-T-04-EML-006,,
LE-T-04-EML-006_LastDtResult,Last Discharge Test Result,ext:Last_Discharge_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/LastDtResult//Value,,LE-T-04-EML-006,,
LE-T-04-EML-006_LastFtResult,Last Function Test Result,ext:Last_Function_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/LastFtResult//Value,,LE-T-04-EML-006,,
LE-T-04-EML-006_LastUpdate,Last Update,ext:Last_Update,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/LastUpdate//Value,,LE-T-04-EML-006,,
LE-T-04-EML-006_BatteryState,Battery State,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-006/BatteryState//Value,,LE-T-04-EML-006,,
LE-T-04-EML-007,LE-T-04-EML-007,ext:Emergency_Light,,,,,Room_04.03,
LE-T-04-EML-007_LampState,Lamp State,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/LampState//Value,,LE-T-04-EML-007,,
LE-T-04-EML-007_FittingStatus,Fitting Status,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/FittingStatus//Value,,LE-T-04-EML-007,,
LE-T-04-EML-007_FaultReason,Fault Reason,ext:Fault_Reason,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/FaultReason//Value,,LE-T-04-EML-007,,
LE-T-04-EML-007_LastDischargeTestDateTime,Last Discharge Test Date Time,ext:Last_Discharge_Test_Date_Time,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/LastDischargeTestDateTime//Value,,LE-T-04-EML-007,,
LE-T-04-EML-007_LTReqDuration,Last Test Required Duration,ext:Last_Test_Required_Duration,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/LTReqDuration//Value,,LE-T-04-EML-007,,
LE-T-04-EML-007_LTResult,Last Test Result,ext:Last_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/LTResult//Value,,LE-T-04-EML-007,,
LE-T-04-EML-007_LTMinutes,Last Test Minutes,ext:Last_Test_Minutes,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/LTMinutes//Value,,LE-T-04-EML-007,,
LE-T-04-EML-007_LastDtResult,Last Discharge Test Result,ext:Last_Discharge_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/LastDtResult//Value,,LE-T-04-EML-007,,
LE-T-04-EML-007_LastFtResult,Last Function Test Result,ext:Last_Function_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/LastFtResult//Value,,LE-T-04-EML-007,,
LE-T-04-EML-007_LastUpdate,Last Update,ext:Last_Update,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/LastUpdate//Value,,LE-T-04-EML-007,,
LE-T-04-EML-007_BatteryState,Battery State,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-007/BatteryState//Value,,LE-T-04-EML-007,,
LE-T-04-EXL-008,LE-T-04-EXL-008,ext:Exit_Light,,,,,Room_04.03,
LE-T-04-EXL-008_LampState,Lamp State,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/LampState//Value,,LE-T-04-EXL-008,,
LE-T-04-EXL-008_FittingStatus,Fitting Status,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/FittingStatus//Value,,LE-T-04-EXL-008,,
LE-T-04-EXL-008_FaultReason,Fault Reason,ext:Fault_Reason,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/FaultReason//Value,,LE-T-04-EXL-008,,
LE-T-04-EXL-008_LastDischargeTestDateTime,Last Discharge Test Date Time,ext:Last_Discharge_Test_Date_Time,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/LastDischargeTestDateTime//Value,,LE-T-04-EXL-008,,
LE-T-04-EXL-008_LTReqDuration,Last Test Required Duration,ext:Last_Test_Required_Duration,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/LTReqDuration//Value,,LE-T-04-EXL-008,,
LE-T-04-EXL-008_LTResult,Last Test Result,ext:Last_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/LTResult//Value,,LE-T-04-EXL-008,,
LE-T-04-EXL-008_LTMinutes,Last Test Minutes,ext:Last_Test_Minutes,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/LTMinutes//Value,,LE-T-04-EXL-008,,
LE-T-04-EXL-008_LastDtResult,Last Discharge Test Result,ext:Last_Discharge_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/LastDtResult//Value,,LE-T-04-EXL-008,,
LE-T-04-EXL-008_LastFtResult,Last Function Test Result,ext:Last_Function_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/LastFtResult//Value,,LE-T-04-EXL-008,,
LE-T-04-EXL-008_LastUpdate,Last Update,ext:Last_Update,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/LastUpdate//Value,,LE-T-04-EXL-008,,
LE-T-04-EXL-008_BatteryState,Battery State,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EXL-008/BatteryState//Value,,LE-T-04-EXL-008,,
LE-T-04-EML-009,LE-T-04-EML-009,ext:Emergency_Light,,,,,Room_04.09,
LE-T-04-EML-009_LampState,Lamp State,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/LampState//Value,,LE-T-04-EML-009,,
LE-T-04-EML-009_FittingStatus,Fitting Status,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/FittingStatus//Value,,LE-T-04-EML-009,,
LE-T-04-EML-009_FaultReason,Fault Reason,ext:Fault_Reason,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/FaultReason//Value,,LE-T-04-EML-009,,
LE-T-04-EML-009_LastDischargeTestDateTime,Last Discharge Test Date Time,ext:Last_Discharge_Test_Date_Time,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/LastDischargeTestDateTime//Value,,LE-T-04-EML-009,,
LE-T-04-EML-009_LTReqDuration,Last Test Required Duration,ext:Last_Test_Required_Duration,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/LTReqDuration//Value,,LE-T-04-EML-009,,
LE-T-04-EML-009_LTResult,Last Test Result,ext:Last_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/LTResult//Value,,LE-T-04-EML-009,,
LE-T-04-EML-009_LTMinutes,Last Test Minutes,ext:Last_Test_Minutes,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/LTMinutes//Value,,LE-T-04-EML-009,,
LE-T-04-EML-009_LastDtResult,Last Discharge Test Result,ext:Last_Discharge_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/LastDtResult//Value,,LE-T-04-EML-009,,
LE-T-04-EML-009_LastFtResult,Last Function Test Result,ext:Last_Function_Test_Result,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/LastFtResult//Value,,LE-T-04-EML-009,,
LE-T-04-EML-009_LastUpdate,Last Update,ext:Last_Update,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/LastUpdate//Value,,LE-T-04-EML-009,,
LE-T-04-EML-009_BatteryState,Battery State,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-009/BatteryState//Value,,LE-T-04-EML-009,,
LE-T-04-EML-010,LE-T-04-EML-010,ext:Emergency_Light,,,,,Room_04.08,
LE-T-04-EML-010_LampState,Lamp State,brick:Status,,/EB-T-B1-LBES-001/Emergency and Exit Lights/Clevertronics DB Interface/Clevertronics Integration Service/Level 04/LE-T-04-EML-010/LampState//Value,,LE-T-04-EML-010,,
