Id,rdf_label,rdf_type,brick_hasUnit,EBO_path,brick_isPartOf,brick_isPointOf,brick_hasLocation,brick_isFedBy
K-T-07-BLMOC-003,K-T-07-BLMOC-003,ext:Blind_Controller,,,,,Level_07_North_West_Perimeter_01,
K-T-07-BLMOC-003_PwF,Power Supply Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMOC-003_PwF//Value,,K-T-07-BLMOC-003,,
K-T-07-BLMOC-004,K-T-07-BLMOC-004,ext:Blind_Controller,,,,,Level_07_East_Perimeter,
K-T-07-BLMOC-004_PwF,Power Supply Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMOC-004_PwF//Value,,K-T-07-BLMOC-004,,
K-T-07-BLMOC-005,K-T-07-BLMOC-005,ext:Blind_Controller,,,,,Level_07_East_Perimeter,
K-T-07-BLMOC-005_PwF,Power Supply Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMOC-005_PwF//Value,,K-T-07-BLMOC-005,,
K-T-07-BLMOC-006,K-T-07-BLMOC-006,ext:Blind_Controller,,,,,Level_07_East_Perimeter,
K-T-07-BLMOC-006_PwF,Power Supply Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMOC-006_PwF//Value,,K-T-07-BLMOC-006,,
K-T-07-BLMTR-011,K-T-07-BLMTR-011,brick:Motor,,,K-T-07-BLMOC-001,,,
K-T-07-BLMTR-011_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-011_MtF//Value,,K-T-07-BLMTR-011,,
K-T-07-BLMTR-012,K-T-07-BLMTR-012,brick:Motor,,,K-T-07-BLMOC-001,,,
K-T-07-BLMTR-012_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-012_MtF//Value,,K-T-07-BLMTR-012,,
K-T-07-BLMTR-013,K-T-07-BLMTR-013,brick:Motor,,,K-T-07-BLMOC-001,,,
K-T-07-BLMTR-013_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-013_MtF//Value,,K-T-07-BLMTR-013,,
K-T-07-BLMTR-014,K-T-07-BLMTR-014,brick:Motor,,,K-T-07-BLMOC-001,,,
K-T-07-BLMTR-014_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-014_MtF//Value,,K-T-07-BLMTR-014,,
K-T-07-BLMTR-021,K-T-07-BLMTR-021,brick:Motor,,,K-T-07-BLMOC-002,,,
K-T-07-BLMTR-021_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-021_MtF//Value,,K-T-07-BLMTR-021,,
K-T-07-BLMTR-022,K-T-07-BLMTR-022,brick:Motor,,,K-T-07-BLMOC-002,,,
K-T-07-BLMTR-022_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-022_MtF//Value,,K-T-07-BLMTR-022,,
K-T-07-BLMTR-023,K-T-07-BLMTR-023,brick:Motor,,,K-T-07-BLMOC-002,,,
K-T-07-BLMTR-023_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-023_MtF//Value,,K-T-07-BLMTR-023,,
K-T-07-BLMTR-024,K-T-07-BLMTR-024,brick:Motor,,,K-T-07-BLMOC-002,,,
K-T-07-BLMTR-024_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-024_MtF//Value,,K-T-07-BLMTR-024,,
K-T-07-BLMTR-031,K-T-07-BLMTR-031,brick:Motor,,,K-T-07-BLMOC-003,,,
K-T-07-BLMTR-031_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-031_MtF//Value,,K-T-07-BLMTR-031,,
K-T-07-BLMTR-032,K-T-07-BLMTR-032,brick:Motor,,,K-T-07-BLMOC-003,,,
K-T-07-BLMTR-032_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-032_MtF//Value,,K-T-07-BLMTR-032,,
K-T-07-BLMTR-033,K-T-07-BLMTR-033,brick:Motor,,,K-T-07-BLMOC-003,,,
K-T-07-BLMTR-033_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-033_MtF//Value,,K-T-07-BLMTR-033,,
K-T-07-BLMTR-041,K-T-07-BLMTR-041,brick:Motor,,,K-T-07-BLMOC-004,,,
K-T-07-BLMTR-041_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-041_MtF//Value,,K-T-07-BLMTR-041,,
K-T-07-BLMTR-042,K-T-07-BLMTR-042,brick:Motor,,,K-T-07-BLMOC-004,,,
K-T-07-BLMTR-042_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-042_MtF//Value,,K-T-07-BLMTR-042,,
K-T-07-BLMTR-043,K-T-07-BLMTR-043,brick:Motor,,,K-T-07-BLMOC-004,,,
K-T-07-BLMTR-043_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-043_MtF//Value,,K-T-07-BLMTR-043,,
K-T-07-BLMTR-044,K-T-07-BLMTR-044,brick:Motor,,,K-T-07-BLMOC-004,,,
K-T-07-BLMTR-044_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-044_MtF//Value,,K-T-07-BLMTR-044,,
K-T-07-BLMTR-051,K-T-07-BLMTR-051,brick:Motor,,,K-T-07-BLMOC-005,,,
K-T-07-BLMTR-051_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-051_MtF//Value,,K-T-07-BLMTR-051,,
K-T-07-BLMTR-052,K-T-07-BLMTR-052,brick:Motor,,,K-T-07-BLMOC-005,,,
K-T-07-BLMTR-052_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-052_MtF//Value,,K-T-07-BLMTR-052,,
K-T-07-BLMTR-053,K-T-07-BLMTR-053,brick:Motor,,,K-T-07-BLMOC-005,,,
K-T-07-BLMTR-053_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-053_MtF//Value,,K-T-07-BLMTR-053,,
K-T-07-BLMTR-054,K-T-07-BLMTR-054,brick:Motor,,,K-T-07-BLMOC-005,,,
K-T-07-BLMTR-054_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-054_MtF//Value,,K-T-07-BLMTR-054,,
K-T-07-BLMTR-061,K-T-07-BLMTR-061,brick:Motor,,,K-T-07-BLMOC-006,,,
K-T-07-BLMTR-061_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-061_MtF//Value,,K-T-07-BLMTR-061,,
K-T-07-BLMTR-062,K-T-07-BLMTR-062,brick:Motor,,,K-T-07-BLMOC-006,,,
K-T-07-BLMTR-062_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-062_MtF//Value,,K-T-07-BLMTR-062,,
K-T-07-BLMTR-063,K-T-07-BLMTR-063,brick:Motor,,,K-T-07-BLMOC-006,,,
K-T-07-BLMTR-063_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-063_MtF//Value,,K-T-07-BLMTR-063,,
K-T-07-BLMTR-064,K-T-07-BLMTR-064,brick:Motor,,,K-T-07-BLMOC-006,,,
K-T-07-BLMTR-064_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_002_126702/Application/K-T-07-BLMTR-064_MtF//Value,,K-T-07-BLMTR-064,,
