Id,rdf_label,rdf_type,brick_hasUnit,EBO_path,brick_isPartOf,brick_isPointOf,brick_hasLocation,brick_isFedBy
K-T-31-BLMTR-041_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-041_MtF//Value,,K-T-31-BLMTR-041,,
K-T-31-BLMTR-042,K-T-31-BLMTR-042,brick:Motor,,,K-T-31-BLZNE-006,,,
K-T-31-BLMTR-042_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-042_MtF//Value,,K-T-31-BLMTR-042,,
K-T-31-BLMTR-043,K-T-31-BLMTR-043,brick:Motor,,,K-T-31-BLZNE-006,,,
K-T-31-BLMTR-043_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-043_MtF//Value,,K-T-31-BLMTR-043,,
K-T-31-BLMTR-044,K-T-31-BLMTR-044,brick:Motor,,,K-T-31-BLZNE-006,,,
K-T-31-BLMTR-044_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-044_MtF//Value,,K-T-31-BLMTR-044,,
K-T-31-BLMTR-051,K-T-31-BLMTR-051,brick:Motor,,,K-T-31-BLZNE-006,,,
K-T-31-BLMTR-051_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-051_MtF//Value,,K-T-31-BLMTR-051,,
K-T-31-BLMTR-052,K-T-31-BLMTR-052,brick:Motor,,,K-T-31-BLZNE-007,,,
K-T-31-BLMTR-052_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-052_MtF//Value,,K-T-31-BLMTR-052,,
K-T-31-BLMTR-053,K-T-31-BLMTR-053,brick:Motor,,,K-T-31-BLZNE-007,,,
K-T-31-BLMTR-053_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-053_MtF//Value,,K-T-31-BLMTR-053,,
K-T-31-BLMTR-054,K-T-31-BLMTR-054,brick:Motor,,,K-T-31-BLZNE-008,,,
K-T-31-BLMTR-054_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-054_MtF//Value,,K-T-31-BLMTR-054,,
K-T-31-BLMTR-061,K-T-31-BLMTR-061,brick:Motor,,,K-T-31-BLZNE-008,,,
K-T-31-BLMTR-061_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-061_MtF//Value,,K-T-31-BLMTR-061,,
K-T-31-BLMTR-062,K-T-31-BLMTR-062,brick:Motor,,,K-T-31-BLZNE-009,,,
K-T-31-BLMTR-062_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-062_MtF//Value,,K-T-31-BLMTR-062,,
K-T-31-BLMTR-063,K-T-31-BLMTR-063,brick:Motor,,,K-T-31-BLZNE-009,,,
K-T-31-BLMTR-063_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-063_MtF//Value,,K-T-31-BLMTR-063,,
K-T-31-BLMTR-064,K-T-31-BLMTR-064,brick:Motor,,,K-T-31-BLZNE-009,,,
K-T-31-BLMTR-064_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-064_MtF//Value,,K-T-31-BLMTR-064,,
K-T-31-BLMTR-071,K-T-31-BLMTR-071,brick:Motor,,,K-T-31-BLZNE-009,,,
K-T-31-BLMTR-071_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-071_MtF//Value,,K-T-31-BLMTR-071,,
K-T-31-BLMTR-072,K-T-31-BLMTR-072,brick:Motor,,,K-T-31-BLZNE-010,,,
K-T-31-BLMTR-072_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-072_MtF//Value,,K-T-31-BLMTR-072,,
K-T-31-BLMTR-073,K-T-31-BLMTR-073,brick:Motor,,,K-T-31-BLZNE-010,,,
K-T-31-BLMTR-073_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-073_MtF//Value,,K-T-31-BLMTR-073,,
K-T-31-BLMTR-074,K-T-31-BLMTR-074,brick:Motor,,,K-T-31-BLZNE-010,,,
K-T-31-BLMTR-074_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-074_MtF//Value,,K-T-31-BLMTR-074,,
K-T-31-BLMTR-081,K-T-31-BLMTR-081,brick:Motor,,,K-T-31-BLZNE-011,,,
K-T-31-BLMTR-081_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-081_MtF//Value,,K-T-31-BLMTR-081,,
K-T-31-BLMTR-082,K-T-31-BLMTR-082,brick:Motor,,,K-T-31-BLZNE-011,,,
K-T-31-BLMTR-082_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-082_MtF//Value,,K-T-31-BLMTR-082,,
K-T-31-BLMTR-083,K-T-31-BLMTR-083,brick:Motor,,,K-T-31-BLZNE-011,,,
K-T-31-BLMTR-083_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-083_MtF//Value,,K-T-31-BLMTR-083,,
K-T-31-BLMTR-084,K-T-31-BLMTR-084,brick:Motor,,,K-T-31-BLZNE-011,,,
K-T-31-BLMTR-084_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-084_MtF//Value,,K-T-31-BLMTR-084,,
K-T-31-BLMTR-091,K-T-31-BLMTR-091,brick:Motor,,,K-T-31-BLZNE-012,,,
K-T-31-BLMTR-091_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-091_MtF//Value,,K-T-31-BLMTR-091,,
K-T-31-BLMTR-092,K-T-31-BLMTR-092,brick:Motor,,,K-T-31-BLZNE-012,,,
K-T-31-BLMTR-092_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-092_MtF//Value,,K-T-31-BLMTR-092,,
K-T-31-BLMTR-093,K-T-31-BLMTR-093,brick:Motor,,,K-T-31-BLZNE-012,,,
K-T-31-BLMTR-093_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-093_MtF//Value,,K-T-31-BLMTR-093,,
K-T-31-BLMTR-094,K-T-31-BLMTR-094,brick:Motor,,,K-T-31-BLZNE-012,,,
K-T-31-BLMTR-094_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-094_MtF//Value,,K-T-31-BLMTR-094,,
K-T-31-BLMTR-101,K-T-31-BLMTR-101,brick:Motor,,,K-T-31-BLZNE-013,,,
K-T-31-BLMTR-101_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-101_MtF//Value,,K-T-31-BLMTR-101,,
K-T-31-BLMTR-102,K-T-31-BLMTR-102,brick:Motor,,,K-T-31-BLZNE-013,,,
K-T-31-BLMTR-102_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-102_MtF//Value,,K-T-31-BLMTR-102,,
K-T-31-BLMTR-103,K-T-31-BLMTR-103,brick:Motor,,,K-T-31-BLZNE-013,,,
K-T-31-BLMTR-103_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-103_MtF//Value,,K-T-31-BLMTR-103,,
K-T-31-BLMTR-104,K-T-31-BLMTR-104,brick:Motor,,,K-T-31-BLZNE-014,,,
K-T-31-BLMTR-104_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-104_MtF//Value,,K-T-31-BLMTR-104,,
K-T-31-BLMTR-111,K-T-31-BLMTR-111,brick:Motor,,,K-T-31-BLZNE-014,,,
K-T-31-BLMTR-111_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-111_MtF//Value,,K-T-31-BLMTR-111,,
K-T-31-BLMTR-112,K-T-31-BLMTR-112,brick:Motor,,,K-T-31-BLZNE-014,,,
K-T-31-BLMTR-112_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-112_MtF//Value,,K-T-31-BLMTR-112,,
K-T-31-BLMTR-113,K-T-31-BLMTR-113,brick:Motor,,,K-T-31-BLZNE-014,,,
K-T-31-BLMTR-113_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-113_MtF//Value,,K-T-31-BLMTR-113,,
K-T-31-BLMTR-114,K-T-31-BLMTR-114,brick:Motor,,,K-T-31-BLZNE-014,,,
K-T-31-BLMTR-114_MtF,Motor Fault,brick:Fault_Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLMTR-114_MtF//Value,,K-T-31-BLMTR-114,,
K-T-31-BLZNE-001,K-T-31-BLZNE-001,ext:Blind_Zone_Equipment_Group,,,,,Level_31_East_Perimeter,
K-T-31-BLZNE-001_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-001_PsF//Value,,K-T-31-BLZNE-001,,
K-T-31-BLZNE-001_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-001_Sts//Value,,K-T-31-BLZNE-001,,
K-T-31-BLZNE-002,K-T-31-BLZNE-002,ext:Blind_Zone_Equipment_Group,,,,,Level_31_East_Perimeter,
K-T-31-BLZNE-002_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-002_PsF//Value,,K-T-31-BLZNE-002,,
K-T-31-BLZNE-002_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-002_Sts//Value,,K-T-31-BLZNE-002,,
K-T-31-BLZNE-003,K-T-31-BLZNE-003,ext:Blind_Zone_Equipment_Group,,,,,Level_31_North_East_Perimeter,
K-T-31-BLZNE-003_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-003_PsF//Value,,K-T-31-BLZNE-003,,
K-T-31-BLZNE-003_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-003_Sts//Value,,K-T-31-BLZNE-003,,
K-T-31-BLZNE-004,K-T-31-BLZNE-004,ext:Blind_Zone_Equipment_Group,,,,,Level_31_North_East_Perimeter,
K-T-31-BLZNE-004_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-004_PsF//Value,,K-T-31-BLZNE-004,,
K-T-31-BLZNE-004_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-004_Sts//Value,,K-T-31-BLZNE-004,,
K-T-31-BLZNE-005,K-T-31-BLZNE-005,ext:Blind_Zone_Equipment_Group,,,,,Level_31_North_East_Perimeter,
K-T-31-BLZNE-005_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-005_PsF//Value,,K-T-31-BLZNE-005,,
K-T-31-BLZNE-005_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-005_Sts//Value,,K-T-31-BLZNE-005,,
K-T-31-BLZNE-006,K-T-31-BLZNE-006,ext:Blind_Zone_Equipment_Group,,,,,Level_31_North_East_Perimeter,
K-T-31-BLZNE-006_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-006_PsF//Value,,K-T-31-BLZNE-006,,
K-T-31-BLZNE-006_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-006_Sts//Value,,K-T-31-BLZNE-006,,
K-T-31-BLZNE-007,K-T-31-BLZNE-007,ext:Blind_Zone_Equipment_Group,,,,,Level_31_North_East_Perimeter,
K-T-31-BLZNE-007_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-007_PsF//Value,,K-T-31-BLZNE-007,,
K-T-31-BLZNE-007_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-007_Sts//Value,,K-T-31-BLZNE-007,,
K-T-31-BLZNE-008,K-T-31-BLZNE-008,ext:Blind_Zone_Equipment_Group,,,,,Level_31_North_East_Perimeter,
K-T-31-BLZNE-008_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-008_PsF//Value,,K-T-31-BLZNE-008,,
K-T-31-BLZNE-008_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-008_Sts//Value,,K-T-31-BLZNE-008,,
K-T-31-BLZNE-009,K-T-31-BLZNE-009,ext:Blind_Zone_Equipment_Group,,,,,Level_31_North_West_Perimeter,
K-T-31-BLZNE-009_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-009_PsF//Value,,K-T-31-BLZNE-009,,
K-T-31-BLZNE-009_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-009_Sts//Value,,K-T-31-BLZNE-009,,
K-T-31-BLZNE-010,K-T-31-BLZNE-010,ext:Blind_Zone_Equipment_Group,,,,,Level_31_North_West_Perimeter,
K-T-31-BLZNE-010_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-010_PsF//Value,,K-T-31-BLZNE-010,,
K-T-31-BLZNE-010_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-010_Sts//Value,,K-T-31-BLZNE-010,,
K-T-31-BLZNE-011,K-T-31-BLZNE-011,ext:Blind_Zone_Equipment_Group,,,,,Level_31_North_West_Perimeter,
K-T-31-BLZNE-011_PsF,Position Feedback,brick:Position_Sensor,unit:PERCENT,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-011_PsF//Value,,K-T-31-BLZNE-011,,
K-T-31-BLZNE-011_Sts,Status,brick:Status,,/EB-T-B1-LBES-001/Blinds/BACnet Interface/IP Network/K_T_02_BLJACE_004_126704/Application/K-T-31-BLZNE-011_Sts//Value,,K-T-31-BLZNE-011,,
K-T-31-BLZNE-012,K-T-31-BLZNE-012,ext:Blind_Zone_Equipment_Group,,,,,Level_31_North_West_Perimeter,
